"station","valid","tmpf","relh","datetime","date","hour","year","month","doy","temp_c"
"TUS","2016-05-01 00:53",59,37.46,2016-05-01 00:53:00,2016-05-01,0,2016,5,122,15
"TUS","2016-05-01 01:53",58,40.37,2016-05-01 01:53:00,2016-05-01,1,2016,5,122,14.4444444444444
"TUS","2016-05-01 02:53",56,41.82,2016-05-01 02:53:00,2016-05-01,2,2016,5,122,13.3333333333333
"TUS","2016-05-01 03:53",56,45.26,2016-05-01 03:53:00,2016-05-01,3,2016,5,122,13.3333333333333
"TUS","2016-05-01 04:53",55,48.47,2016-05-01 04:53:00,2016-05-01,4,2016,5,122,12.7777777777778
"TUS","2016-05-01 05:53",55,50.58,2016-05-01 05:53:00,2016-05-01,5,2016,5,122,12.7777777777778
"TUS","2016-05-01 06:53",57,47.08,2016-05-01 06:53:00,2016-05-01,6,2016,5,122,13.8888888888889
"TUS","2016-05-01 07:53",61,40.86,2016-05-01 07:53:00,2016-05-01,7,2016,5,122,16.1111111111111
"TUS","2016-05-01 08:53",64,36.68,2016-05-01 08:53:00,2016-05-01,8,2016,5,122,17.7777777777778
"TUS","2016-05-01 09:53",65,35.55,2016-05-01 09:53:00,2016-05-01,9,2016,5,122,18.3333333333333
"TUS","2016-05-01 10:53",66,32.81,2016-05-01 10:53:00,2016-05-01,10,2016,5,122,18.8888888888889
"TUS","2016-05-01 11:53",69,27.29,2016-05-01 11:53:00,2016-05-01,11,2016,5,122,20.5555555555556
"TUS","2016-05-01 12:53",69,27.29,2016-05-01 12:53:00,2016-05-01,12,2016,5,122,20.5555555555556
"TUS","2016-05-01 13:53",71,25.5,2016-05-01 13:53:00,2016-05-01,13,2016,5,122,21.6666666666667
"TUS","2016-05-01 14:53",73,23.85,2016-05-01 14:53:00,2016-05-01,14,2016,5,122,22.7777777777778
"TUS","2016-05-01 15:53",76,20.89,2016-05-01 15:53:00,2016-05-01,15,2016,5,122,24.4444444444444
"TUS","2016-05-01 16:53",75,21.53,2016-05-01 16:53:00,2016-05-01,16,2016,5,122,23.8888888888889
"TUS","2016-05-01 17:53",75,22.32,2016-05-01 17:53:00,2016-05-01,17,2016,5,122,23.8888888888889
"TUS","2016-05-01 18:53",72,25.82,2016-05-01 18:53:00,2016-05-01,18,2016,5,122,22.2222222222222
"TUS","2016-05-01 19:53",70,28.63,2016-05-01 19:53:00,2016-05-01,19,2016,5,122,21.1111111111111
"TUS","2016-05-01 20:53",68,30.64,2016-05-01 20:53:00,2016-05-01,20,2016,5,122,20
"TUS","2016-05-01 21:53",67,33.19,2016-05-01 21:53:00,2016-05-01,21,2016,5,122,19.4444444444444
"TUS","2016-05-01 22:53",61,39.15,2016-05-01 22:53:00,2016-05-01,22,2016,5,122,16.1111111111111
"TUS","2016-05-01 23:53",60,39.01,2016-05-01 23:53:00,2016-05-01,23,2016,5,122,15.5555555555556
"TUS","2016-05-02 00:53",59,38.83,2016-05-02 00:53:00,2016-05-02,0,2016,5,123,15
"TUS","2016-05-02 01:53",57,41.7,2016-05-02 01:53:00,2016-05-02,1,2016,5,123,13.8888888888889
"TUS","2016-05-02 02:53",56,41.82,2016-05-02 02:53:00,2016-05-02,2,2016,5,123,13.3333333333333
"TUS","2016-05-02 03:53",54,46.6,2016-05-02 03:53:00,2016-05-02,3,2016,5,123,12.2222222222222
"TUS","2016-05-02 04:53",54,46.6,2016-05-02 04:53:00,2016-05-02,4,2016,5,123,12.2222222222222
"TUS","2016-05-02 05:53",53,46.46,2016-05-02 05:53:00,2016-05-02,5,2016,5,123,11.6666666666667
"TUS","2016-05-02 06:53",58,40.37,2016-05-02 06:53:00,2016-05-02,6,2016,5,123,14.4444444444444
"TUS","2016-05-02 07:53",66,31.66,2016-05-02 07:53:00,2016-05-02,7,2016,5,123,18.8888888888889
"TUS","2016-05-02 08:53",72,22.85,2016-05-02 08:53:00,2016-05-02,8,2016,5,123,22.2222222222222
"TUS","2016-05-02 09:53",75,21.53,2016-05-02 09:53:00,2016-05-02,9,2016,5,123,23.8888888888889
"TUS","2016-05-02 10:53",77,17.81,2016-05-02 10:53:00,2016-05-02,10,2016,5,123,25
"TUS","2016-05-02 11:53",79,14.72,2016-05-02 11:53:00,2016-05-02,11,2016,5,123,26.1111111111111
"TUS","2016-05-02 12:53",81,13.79,2016-05-02 12:53:00,2016-05-02,12,2016,5,123,27.2222222222222
"TUS","2016-05-02 13:53",82,13.32,2016-05-02 13:53:00,2016-05-02,13,2016,5,123,27.7777777777778
"TUS","2016-05-02 14:53",83,13.52,2016-05-02 14:53:00,2016-05-02,14,2016,5,123,28.3333333333333
"TUS","2016-05-02 15:53",84,12.49,2016-05-02 15:53:00,2016-05-02,15,2016,5,123,28.8888888888889
"TUS","2016-05-02 16:53",85,12.13,2016-05-02 16:53:00,2016-05-02,16,2016,5,123,29.4444444444444
"TUS","2016-05-02 17:53",84,11.51,2016-05-02 17:53:00,2016-05-02,17,2016,5,123,28.8888888888889
"TUS","2016-05-02 18:53",81,12.71,2016-05-02 18:53:00,2016-05-02,18,2016,5,123,27.2222222222222
"TUS","2016-05-02 19:53",78,14.61,2016-05-02 19:53:00,2016-05-02,19,2016,5,123,25.5555555555556
"TUS","2016-05-02 20:53",76,18.46,2016-05-02 20:53:00,2016-05-02,20,2016,5,123,24.4444444444444
"TUS","2016-05-02 21:53",75,19.73,2016-05-02 21:53:00,2016-05-02,21,2016,5,123,23.8888888888889
"TUS","2016-05-02 22:53",73,20.33,2016-05-02 22:53:00,2016-05-02,22,2016,5,123,22.7777777777778
"TUS","2016-05-02 23:53",72,20.18,2016-05-02 23:53:00,2016-05-02,23,2016,5,123,22.2222222222222
"TUS","2016-05-03 00:53",67,25.06,2016-05-03 00:53:00,2016-05-03,0,2016,5,124,19.4444444444444
"TUS","2016-05-03 01:53",64,27.7,2016-05-03 01:53:00,2016-05-03,1,2016,5,124,17.7777777777778
"TUS","2016-05-03 02:53",62,29.69,2016-05-03 02:53:00,2016-05-03,2,2016,5,124,16.6666666666667
"TUS","2016-05-03 03:53",60,30.48,2016-05-03 03:53:00,2016-05-03,3,2016,5,124,15.5555555555556
"TUS","2016-05-03 04:53",57,34.01,2016-05-03 04:53:00,2016-05-03,4,2016,5,124,13.8888888888889
"TUS","2016-05-03 05:53",58,32.93,2016-05-03 05:53:00,2016-05-03,5,2016,5,124,14.4444444444444
"TUS","2016-05-03 06:53",61,30.85,2016-05-03 06:53:00,2016-05-03,6,2016,5,124,16.1111111111111
"TUS","2016-05-03 07:53",67,25.06,2016-05-03 07:53:00,2016-05-03,7,2016,5,124,19.4444444444444
"TUS","2016-05-03 08:53",73,21.09,2016-05-03 08:53:00,2016-05-03,8,2016,5,124,22.7777777777778
"TUS","2016-05-03 09:53",78,17.18,2016-05-03 09:53:00,2016-05-03,9,2016,5,124,25.5555555555556
"TUS","2016-05-03 10:53",82,15.09,2016-05-03 10:53:00,2016-05-03,10,2016,5,124,27.7777777777778
"TUS","2016-05-03 11:53",84,11.08,2016-05-03 11:53:00,2016-05-03,11,2016,5,124,28.8888888888889
"TUS","2016-05-03 12:53",86,10.4,2016-05-03 12:53:00,2016-05-03,12,2016,5,124,30
"TUS","2016-05-03 13:53",87,8.44,2016-05-03 13:53:00,2016-05-03,13,2016,5,124,30.5555555555556
"TUS","2016-05-03 14:53",90,8.06,2016-05-03 14:53:00,2016-05-03,14,2016,5,124,32.2222222222222
"TUS","2016-05-03 15:53",90,8.38,2016-05-03 15:53:00,2016-05-03,15,2016,5,124,32.2222222222222
"TUS","2016-05-03 16:53",90,8.38,2016-05-03 16:53:00,2016-05-03,16,2016,5,124,32.2222222222222
"TUS","2016-05-03 17:53",89,9.02,2016-05-03 17:53:00,2016-05-03,17,2016,5,124,31.6666666666667
"TUS","2016-05-03 18:53",87,9.18,2016-05-03 18:53:00,2016-05-03,18,2016,5,124,30.5555555555556
"TUS","2016-05-03 19:53",82,11.81,2016-05-03 19:53:00,2016-05-03,19,2016,5,124,27.7777777777778
"TUS","2016-05-03 20:53",81,12.71,2016-05-03 20:53:00,2016-05-03,20,2016,5,124,27.2222222222222
"TUS","2016-05-03 21:53",77,15.14,2016-05-03 21:53:00,2016-05-03,21,2016,5,124,25
"TUS","2016-05-03 22:53",73,16.52,2016-05-03 22:53:00,2016-05-03,22,2016,5,124,22.7777777777778
"TUS","2016-05-03 23:53",69,18.21,2016-05-03 23:53:00,2016-05-03,23,2016,5,124,20.5555555555556
"TUS","2016-05-04 00:53",68,18.89,2016-05-04 00:53:00,2016-05-04,0,2016,5,125,20
"TUS","2016-05-04 01:53",67,19.61,2016-05-04 01:53:00,2016-05-04,1,2016,5,125,19.4444444444444
"TUS","2016-05-04 02:53",63,23.38,2016-05-04 02:53:00,2016-05-04,2,2016,5,125,17.2222222222222
"TUS","2016-05-04 03:53",64,22.51,2016-05-04 03:53:00,2016-05-04,3,2016,5,125,17.7777777777778
"TUS","2016-05-04 04:53",63,23.38,2016-05-04 04:53:00,2016-05-04,4,2016,5,125,17.2222222222222
"TUS","2016-05-04 05:53",65,21.81,2016-05-04 05:53:00,2016-05-04,5,2016,5,125,18.3333333333333
"TUS","2016-05-04 06:53",68,21.29,2016-05-04 06:53:00,2016-05-04,6,2016,5,125,20
"TUS","2016-05-04 07:53",79,15.39,2016-05-04 07:53:00,2016-05-04,7,2016,5,125,26.1111111111111
"TUS","2016-05-04 08:53",85,12.13,2016-05-04 08:53:00,2016-05-04,8,2016,5,125,29.4444444444444
"TUS","2016-05-04 09:53",90,10.34,2016-05-04 09:53:00,2016-05-04,9,2016,5,125,32.2222222222222
"TUS","2016-05-04 10:53",92,9.36,2016-05-04 10:53:00,2016-05-04,10,2016,5,125,33.3333333333333
"TUS","2016-05-04 11:53",94,7.4,2016-05-04 11:53:00,2016-05-04,11,2016,5,125,34.4444444444444
"TUS","2016-05-04 12:53",94,7.13,2016-05-04 12:53:00,2016-05-04,12,2016,5,125,34.4444444444444
"TUS","2016-05-04 13:53",96,5.85,2016-05-04 13:53:00,2016-05-04,13,2016,5,125,35.5555555555556
"TUS","2016-05-04 14:53",97,5.96,2016-05-04 14:53:00,2016-05-04,14,2016,5,125,36.1111111111111
"TUS","2016-05-04 15:53",98,5.99,2016-05-04 15:53:00,2016-05-04,15,2016,5,125,36.6666666666667
"TUS","2016-05-04 16:53",97,6.2,2016-05-04 16:53:00,2016-05-04,16,2016,5,125,36.1111111111111
"TUS","2016-05-04 17:53",97,5.69,2016-05-04 17:53:00,2016-05-04,17,2016,5,125,36.1111111111111
"TUS","2016-05-04 18:53",93,6.43,2016-05-04 18:53:00,2016-05-04,18,2016,5,125,33.8888888888889
"TUS","2016-05-04 19:53",88,7.89,2016-05-04 19:53:00,2016-05-04,19,2016,5,125,31.1111111111111
"TUS","2016-05-04 20:53",84,14.16,2016-05-04 20:53:00,2016-05-04,20,2016,5,125,28.8888888888889
"TUS","2016-05-04 21:53",82,17.08,2016-05-04 21:53:00,2016-05-04,21,2016,5,125,27.7777777777778
"TUS","2016-05-04 22:53",79,18.88,2016-05-04 22:53:00,2016-05-04,22,2016,5,125,26.1111111111111
"TUS","2016-05-04 23:53",74,22.32,2016-05-04 23:53:00,2016-05-04,23,2016,5,125,23.3333333333333
"TUS","2016-05-05 00:53",69,25.2,2016-05-05 00:53:00,2016-05-05,0,2016,5,126,20.5555555555556
"TUS","2016-05-05 01:53",71,22.55,2016-05-05 01:53:00,2016-05-05,1,2016,5,126,21.6666666666667
"TUS","2016-05-05 02:53",66,26.81,2016-05-05 02:53:00,2016-05-05,2,2016,5,126,18.8888888888889
"TUS","2016-05-05 03:53",64,27.7,2016-05-05 03:53:00,2016-05-05,3,2016,5,126,17.7777777777778
"TUS","2016-05-05 04:53",64,28.73,2016-05-05 04:53:00,2016-05-05,4,2016,5,126,17.7777777777778
"TUS","2016-05-05 05:53",64,28.73,2016-05-05 05:53:00,2016-05-05,5,2016,5,126,17.7777777777778
"TUS","2016-05-05 06:53",70,22.55,2016-05-05 06:53:00,2016-05-05,6,2016,5,126,21.1111111111111
"TUS","2016-05-05 07:53",75,19.02,2016-05-05 07:53:00,2016-05-05,7,2016,5,126,23.8888888888889
"TUS","2016-05-05 08:53",81,15.63,2016-05-05 08:53:00,2016-05-05,8,2016,5,126,27.2222222222222
"TUS","2016-05-05 09:53",84,13.06,2016-05-05 09:53:00,2016-05-05,9,2016,5,126,28.8888888888889
"TUS","2016-05-05 10:53",88,7.89,2016-05-05 10:53:00,2016-05-05,10,2016,5,126,31.1111111111111
"TUS","2016-05-05 11:53",91,6.04,2016-05-05 11:53:00,2016-05-05,11,2016,5,126,32.7777777777778
"TUS","2016-05-05 12:53",93,4.16,2016-05-05 12:53:00,2016-05-05,12,2016,5,126,33.8888888888889
"TUS","2016-05-05 13:53",92,4.7,2016-05-05 13:53:00,2016-05-05,13,2016,5,126,33.3333333333333
"TUS","2016-05-05 14:53",93,4.96,2016-05-05 14:53:00,2016-05-05,14,2016,5,126,33.8888888888889
"TUS","2016-05-05 15:53",92,5.34,2016-05-05 15:53:00,2016-05-05,15,2016,5,126,33.3333333333333
"TUS","2016-05-05 16:53",91,5.28,2016-05-05 16:53:00,2016-05-05,16,2016,5,126,32.7777777777778
"TUS","2016-05-05 17:53",89,6.13,2016-05-05 17:53:00,2016-05-05,17,2016,5,126,31.6666666666667
"TUS","2016-05-05 18:53",87,7.75,2016-05-05 18:53:00,2016-05-05,18,2016,5,126,30.5555555555556
"TUS","2016-05-05 19:53",83,9.64,2016-05-05 19:53:00,2016-05-05,19,2016,5,126,28.3333333333333
"TUS","2016-05-05 20:53",80,11.51,2016-05-05 20:53:00,2016-05-05,20,2016,5,126,26.6666666666667
"TUS","2016-05-05 21:53",75,25.2,2016-05-05 21:53:00,2016-05-05,21,2016,5,126,23.8888888888889
"TUS","2016-05-05 22:53",74,23.14,2016-05-05 22:53:00,2016-05-05,22,2016,5,126,23.3333333333333
"TUS","2016-05-05 23:53",73,24.9,2016-05-05 23:53:00,2016-05-05,23,2016,5,126,22.7777777777778
"TUS","2016-05-06 00:53",71,26.62,2016-05-06 00:53:00,2016-05-06,0,2016,5,127,21.6666666666667
"TUS","2016-05-06 01:53",70,27.62,2016-05-06 01:53:00,2016-05-06,1,2016,5,127,21.1111111111111
"TUS","2016-05-06 02:53",68,30.64,2016-05-06 02:53:00,2016-05-06,2,2016,5,127,20
"TUS","2016-05-06 03:53",67,31.8,2016-05-06 03:53:00,2016-05-06,3,2016,5,127,19.4444444444444
"TUS","2016-05-06 04:53",66,31.66,2016-05-06 04:53:00,2016-05-06,4,2016,5,127,18.8888888888889
"TUS","2016-05-06 05:53",62,34.83,2016-05-06 05:53:00,2016-05-06,5,2016,5,127,16.6666666666667
"TUS","2016-05-06 06:53",66,31.66,2016-05-06 06:53:00,2016-05-06,6,2016,5,127,18.8888888888889
"TUS","2016-05-06 07:53",68,31.97,2016-05-06 07:53:00,2016-05-06,7,2016,5,127,20
"TUS","2016-05-06 08:53",71,32.23,2016-05-06 08:53:00,2016-05-06,8,2016,5,127,21.6666666666667
"TUS","2016-05-06 09:53",74,26.13,2016-05-06 09:53:00,2016-05-06,9,2016,5,127,23.3333333333333
"TUS","2016-05-06 10:53",76,21.66,2016-05-06 10:53:00,2016-05-06,10,2016,5,127,24.4444444444444
"TUS","2016-05-06 11:53",78,13.45,2016-05-06 11:53:00,2016-05-06,11,2016,5,127,25.5555555555556
"TUS","2016-05-06 12:53",80,7.15,2016-05-06 12:53:00,2016-05-06,12,2016,5,127,26.6666666666667
"TUS","2016-05-06 13:53",80,11.08,2016-05-06 13:53:00,2016-05-06,13,2016,5,127,26.6666666666667
"TUS","2016-05-06 14:53",80,9.72,2016-05-06 14:53:00,2016-05-06,14,2016,5,127,26.6666666666667
"TUS","2016-05-06 15:53",79,9.69,2016-05-06 15:53:00,2016-05-06,15,2016,5,127,26.1111111111111
"TUS","2016-05-06 16:53",78,11.29,2016-05-06 16:53:00,2016-05-06,16,2016,5,127,25.5555555555556
"TUS","2016-05-06 17:53",76,12.13,2016-05-06 17:53:00,2016-05-06,17,2016,5,127,24.4444444444444
"TUS","2016-05-06 18:53",74,15.44,2016-05-06 18:53:00,2016-05-06,18,2016,5,127,23.3333333333333
"TUS","2016-05-06 19:53",71,22.55,2016-05-06 19:53:00,2016-05-06,19,2016,5,127,21.6666666666667
"TUS","2016-05-06 20:53",68,28.32,2016-05-06 20:53:00,2016-05-06,20,2016,5,127,20
"TUS","2016-05-06 21:53",65,30.37,2016-05-06 21:53:00,2016-05-06,21,2016,5,127,18.3333333333333
"TUS","2016-05-06 22:53",62,40.75,2016-05-06 22:53:00,2016-05-06,22,2016,5,127,16.6666666666667
"TUS","2016-05-06 23:53",61,42.33,2016-05-06 23:53:00,2016-05-06,23,2016,5,127,16.1111111111111
"TUS","2016-05-07 00:53",60,45.6,2016-05-07 00:53:00,2016-05-07,0,2016,5,128,15.5555555555556
"TUS","2016-05-07 01:53",58,49.26,2016-05-07 01:53:00,2016-05-07,1,2016,5,128,14.4444444444444
"TUS","2016-05-07 02:53",58,47.22,2016-05-07 02:53:00,2016-05-07,2,2016,5,128,14.4444444444444
"TUS","2016-05-07 03:53",57,47.08,2016-05-07 03:53:00,2016-05-07,3,2016,5,128,13.8888888888889
"TUS","2016-05-07 04:53",56,48.95,2016-05-07 04:53:00,2016-05-07,4,2016,5,128,13.3333333333333
"TUS","2016-05-07 05:53",54,54.51,2016-05-07 05:53:00,2016-05-07,5,2016,5,128,12.2222222222222
"TUS","2016-05-07 06:53",57,52.7,2016-05-07 06:53:00,2016-05-07,6,2016,5,128,13.8888888888889
"TUS","2016-05-07 07:53",61,45.74,2016-05-07 07:53:00,2016-05-07,7,2016,5,128,16.1111111111111
"TUS","2016-05-07 08:53",63,38.1,2016-05-07 08:53:00,2016-05-07,8,2016,5,128,17.2222222222222
"TUS","2016-05-07 09:53",66,31.66,2016-05-07 09:53:00,2016-05-07,9,2016,5,128,18.8888888888889
"TUS","2016-05-07 10:53",68,25.04,2016-05-07 10:53:00,2016-05-07,10,2016,5,128,20
"TUS","2016-05-07 11:53",70,20.8,2016-05-07 11:53:00,2016-05-07,11,2016,5,128,21.1111111111111
"TUS","2016-05-07 12:53",74,18.19,2016-05-07 12:53:00,2016-05-07,12,2016,5,128,23.3333333333333
"TUS","2016-05-07 13:53",76,17.66,2016-05-07 13:53:00,2016-05-07,13,2016,5,128,24.4444444444444
"TUS","2016-05-07 14:53",77,17.04,2016-05-07 14:53:00,2016-05-07,14,2016,5,128,25
"TUS","2016-05-07 15:53",78,14.61,2016-05-07 15:53:00,2016-05-07,15,2016,5,128,25.5555555555556
"TUS","2016-05-07 16:53",77,14.47,2016-05-07 16:53:00,2016-05-07,16,2016,5,128,25
"TUS","2016-05-07 17:53",78,13.97,2016-05-07 17:53:00,2016-05-07,17,2016,5,128,25.5555555555556
"TUS","2016-05-07 18:53",75,17.54,2016-05-07 18:53:00,2016-05-07,18,2016,5,128,23.8888888888889
"TUS","2016-05-07 19:53",72,15.77,2016-05-07 19:53:00,2016-05-07,19,2016,5,128,22.2222222222222
"TUS","2016-05-07 20:53",70,26.46,2016-05-07 20:53:00,2016-05-07,20,2016,5,128,21.1111111111111
"TUS","2016-05-07 21:53",67,38.74,2016-05-07 21:53:00,2016-05-07,21,2016,5,128,19.4444444444444
"TUS","2016-05-07 22:53",66,41.67,2016-05-07 22:53:00,2016-05-07,22,2016,5,128,18.8888888888889
"TUS","2016-05-07 23:53",64,41.06,2016-05-07 23:53:00,2016-05-07,23,2016,5,128,17.7777777777778
"TUS","2016-05-08 00:53",62,44.02,2016-05-08 00:53:00,2016-05-08,0,2016,5,129,16.6666666666667
"TUS","2016-05-08 01:53",62,42.51,2016-05-08 01:53:00,2016-05-08,1,2016,5,129,16.6666666666667
"TUS","2016-05-08 02:53",60,45.6,2016-05-08 02:53:00,2016-05-08,2,2016,5,129,15.5555555555556
"TUS","2016-05-08 03:53",59,45.43,2016-05-08 03:53:00,2016-05-08,3,2016,5,129,15
"TUS","2016-05-08 04:53",56,48.95,2016-05-08 04:53:00,2016-05-08,4,2016,5,129,13.3333333333333
"TUS","2016-05-08 05:53",54,50.42,2016-05-08 05:53:00,2016-05-08,5,2016,5,129,12.2222222222222
"TUS","2016-05-08 06:53",57,43.53,2016-05-08 06:53:00,2016-05-08,6,2016,5,129,13.8888888888889
"TUS","2016-05-08 07:53",61,36.19,2016-05-08 07:53:00,2016-05-08,7,2016,5,129,16.1111111111111
"TUS","2016-05-08 08:53",64,32.49,2016-05-08 08:53:00,2016-05-08,8,2016,5,129,17.7777777777778
"TUS","2016-05-08 09:53",66,26.81,2016-05-08 09:53:00,2016-05-08,9,2016,5,129,18.8888888888889
"TUS","2016-05-08 10:53",69,27.29,2016-05-08 10:53:00,2016-05-08,10,2016,5,129,20.5555555555556
"TUS","2016-05-08 11:53",70,25.52,2016-05-08 11:53:00,2016-05-08,11,2016,5,129,21.1111111111111
"TUS","2016-05-08 12:53",73,23.01,2016-05-08 12:53:00,2016-05-08,12,2016,5,129,22.7777777777778
"TUS","2016-05-08 13:53",74,22.32,2016-05-08 13:53:00,2016-05-08,13,2016,5,129,23.3333333333333
"TUS","2016-05-08 14:53",76,19.15,2016-05-08 14:53:00,2016-05-08,14,2016,5,129,24.4444444444444
"TUS","2016-05-08 15:53",77,17.81,2016-05-08 15:53:00,2016-05-08,15,2016,5,129,25
"TUS","2016-05-08 16:53",76,17.03,2016-05-08 16:53:00,2016-05-08,16,2016,5,129,24.4444444444444
"TUS","2016-05-08 17:53",75,16.78,2016-05-08 17:53:00,2016-05-08,17,2016,5,129,23.8888888888889
"TUS","2016-05-08 18:53",73,18.75,2016-05-08 18:53:00,2016-05-08,18,2016,5,129,22.7777777777778
"TUS","2016-05-08 19:53",72,21.09,2016-05-08 19:53:00,2016-05-08,19,2016,5,129,22.2222222222222
"TUS","2016-05-08 20:53",70,26.46,2016-05-08 20:53:00,2016-05-08,20,2016,5,129,21.1111111111111
"TUS","2016-05-08 21:53",67,27.15,2016-05-08 21:53:00,2016-05-08,21,2016,5,129,19.4444444444444
"TUS","2016-05-08 22:53",64,32.49,2016-05-08 22:53:00,2016-05-08,22,2016,5,129,17.7777777777778
"TUS","2016-05-08 23:53",64,42.82,2016-05-08 23:53:00,2016-05-08,23,2016,5,129,17.7777777777778
"TUS","2016-05-09 00:53",63,46.37,2016-05-09 00:53:00,2016-05-09,0,2016,5,130,17.2222222222222
"TUS","2016-05-09 01:53",60,42.19,2016-05-09 01:53:00,2016-05-09,1,2016,5,130,15.5555555555556
"TUS","2016-05-09 02:53",58,47.22,2016-05-09 02:53:00,2016-05-09,2,2016,5,130,14.4444444444444
"TUS","2016-05-09 03:53",58,49.26,2016-05-09 03:53:00,2016-05-09,3,2016,5,130,14.4444444444444
"TUS","2016-05-09 04:53",57,50.88,2016-05-09 04:53:00,2016-05-09,4,2016,5,130,13.8888888888889
"TUS","2016-05-09 05:53",56,46.91,2016-05-09 05:53:00,2016-05-09,5,2016,5,130,13.3333333333333
"TUS","2016-05-09 06:53",60,43.71,2016-05-09 06:53:00,2016-05-09,6,2016,5,130,15.5555555555556
"TUS","2016-05-09 07:53",64,38.01,2016-05-09 07:53:00,2016-05-09,7,2016,5,130,17.7777777777778
"TUS","2016-05-09 08:53",68,35.79,2016-05-09 08:53:00,2016-05-09,8,2016,5,130,20
"TUS","2016-05-09 09:53",72,28.94,2016-05-09 09:53:00,2016-05-09,9,2016,5,130,22.2222222222222
"TUS","2016-05-09 10:53",73,27.9,2016-05-09 10:53:00,2016-05-09,10,2016,5,130,22.7777777777778
"TUS","2016-05-09 11:53",75,25.2,2016-05-09 11:53:00,2016-05-09,11,2016,5,130,23.8888888888889
"TUS","2016-05-09 12:53",77,23.59,2016-05-09 12:53:00,2016-05-09,12,2016,5,130,25
"TUS","2016-05-09 13:53",80,18.22,2016-05-09 13:53:00,2016-05-09,13,2016,5,130,26.6666666666667
"TUS","2016-05-09 14:53",81,14.96,2016-05-09 14:53:00,2016-05-09,14,2016,5,130,27.2222222222222
"TUS","2016-05-09 15:53",83,13.52,2016-05-09 15:53:00,2016-05-09,15,2016,5,130,28.3333333333333
"TUS","2016-05-09 16:53",84,12.03,2016-05-09 16:53:00,2016-05-09,16,2016,5,130,28.8888888888889
"TUS","2016-05-09 17:53",82,10.39,2016-05-09 17:53:00,2016-05-09,17,2016,5,130,27.7777777777778
"TUS","2016-05-09 18:53",80,9.72,2016-05-09 18:53:00,2016-05-09,18,2016,5,130,26.6666666666667
"TUS","2016-05-09 19:53",78,10.87,2016-05-09 19:53:00,2016-05-09,19,2016,5,130,25.5555555555556
"TUS","2016-05-09 20:53",75,13.09,2016-05-09 20:53:00,2016-05-09,20,2016,5,130,23.8888888888889
"TUS","2016-05-09 21:53",70,17.65,2016-05-09 21:53:00,2016-05-09,21,2016,5,130,21.1111111111111
"TUS","2016-05-09 22:53",69,19.77,2016-05-09 22:53:00,2016-05-09,22,2016,5,130,20.5555555555556
"TUS","2016-05-09 23:53",68,20.52,2016-05-09 23:53:00,2016-05-09,23,2016,5,130,20
"TUS","2016-05-10 00:53",64,24.43,2016-05-10 00:53:00,2016-05-10,0,2016,5,131,17.7777777777778
"TUS","2016-05-10 01:53",63,24.45,2016-05-10 01:53:00,2016-05-10,1,2016,5,131,17.2222222222222
"TUS","2016-05-10 02:53",61,26.22,2016-05-10 02:53:00,2016-05-10,2,2016,5,131,16.1111111111111
"TUS","2016-05-10 03:53",59,30.53,2016-05-10 03:53:00,2016-05-10,3,2016,5,131,15
"TUS","2016-05-10 04:53",58,32.93,2016-05-10 04:53:00,2016-05-10,4,2016,5,131,14.4444444444444
"TUS","2016-05-10 05:53",58,30.36,2016-05-10 05:53:00,2016-05-10,5,2016,5,131,14.4444444444444
"TUS","2016-05-10 06:53",61,29.52,2016-05-10 06:53:00,2016-05-10,6,2016,5,131,16.1111111111111
"TUS","2016-05-10 07:53",67,25.99,2016-05-10 07:53:00,2016-05-10,7,2016,5,131,19.4444444444444
"TUS","2016-05-10 08:53",73,22.03,2016-05-10 08:53:00,2016-05-10,8,2016,5,131,22.7777777777778
"TUS","2016-05-10 09:53",76,20,2016-05-10 09:53:00,2016-05-10,9,2016,5,131,24.4444444444444
"TUS","2016-05-10 10:53",80,16.1,2016-05-10 10:53:00,2016-05-10,10,2016,5,131,26.6666666666667
"TUS","2016-05-10 11:53",82,13.92,2016-05-10 11:53:00,2016-05-10,11,2016,5,131,27.7777777777778
"TUS","2016-05-10 12:53",86,12.71,2016-05-10 12:53:00,2016-05-10,12,2016,5,131,30
"TUS","2016-05-10 13:53",86,13.29,2016-05-10 13:53:00,2016-05-10,13,2016,5,131,30
"TUS","2016-05-10 14:53",87,12.28,2016-05-10 14:53:00,2016-05-10,14,2016,5,131,30.5555555555556
"TUS","2016-05-10 15:53",90,11.21,2016-05-10 15:53:00,2016-05-10,15,2016,5,131,32.2222222222222
"TUS","2016-05-10 16:53",89,11.12,2016-05-10 16:53:00,2016-05-10,16,2016,5,131,31.6666666666667
"TUS","2016-05-10 17:53",88,12.48,2016-05-10 17:53:00,2016-05-10,17,2016,5,131,31.1111111111111
"TUS","2016-05-10 18:53",86,13.29,2016-05-10 18:53:00,2016-05-10,18,2016,5,131,30
"TUS","2016-05-10 19:53",83,14.66,2016-05-10 19:53:00,2016-05-10,19,2016,5,131,28.3333333333333
"TUS","2016-05-10 20:53",81,14.96,2016-05-10 20:53:00,2016-05-10,20,2016,5,131,27.2222222222222
"TUS","2016-05-10 21:53",77,17.04,2016-05-10 21:53:00,2016-05-10,21,2016,5,131,25
"TUS","2016-05-10 22:53",75,19.02,2016-05-10 22:53:00,2016-05-10,22,2016,5,131,23.8888888888889
